"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XZAG","CBX","HRZB00ICBEX6","2013-02-20",1916.63,1934.70,1916.63,1930.42,0.76,2123771.08
"XZAG","CBX","HRZB00ICBEX6","2013-02-19",1915.01,1916.05,1903.35,1915.90,0.06,1240311.03
"XZAG","CBX","HRZB00ICBEX6","2013-02-18",1926.39,1926.39,1902.61,1914.71,-0.61,1634892.05
"XZAG","CBX","HRZB00ICBEX6","2013-02-15",1928.14,1929.02,1913.85,1926.39,-0.13,1778839.97
"XZAG","CBX","HRZB00ICBEX6","2013-02-14",1938.81,1941.69,1923.23,1928.90,-0.55,1637108.79
"XZAG","CBX","HRZB00ICBEX6","2013-02-13",1959.25,1959.25,1932.27,1939.54,-1.00,1971940.59
"XZAG","CBX","HRZB00ICBEX6","2013-02-12",1982.61,1983.34,1942.90,1959.12,-1.19,2049176.92
"XZAG","CBX","HRZB00ICBEX6","2013-02-11",1961.30,1982.68,1960.82,1982.63,1.10,2695170.27
"XZAG","CBX","HRZB00ICBEX6","2013-02-08",1928.48,1961.07,1928.34,1961.07,1.72,2433961.07
"XZAG","CBX","HRZB00ICBEX6","2013-02-07",1931.92,1940.98,1927.27,1928.00,-0.21,1525758.03
"XZAG","CBX","HRZB00ICBEX6","2013-02-06",1922.03,1935.46,1916.18,1931.99,0.55,2152127.27
"XZAG","CBX","HRZB00ICBEX6","2013-02-05",1923.39,1929.69,1905.27,1921.37,-0.11,1901219.73
"XZAG","CBX","HRZB00ICBEX6","2013-02-04",1899.26,1926.26,1899.26,1923.54,1.26,2164673.57
"XZAG","CBX","HRZB00ICBEX6","2013-02-01",1888.80,1903.30,1888.80,1899.66,0.63,1767466.31
"XZAG","CBX","HRZB00ICBEX6","2013-01-31",1895.41,1896.32,1884.80,1887.81,-0.34,957419.51
"XZAG","CBX","HRZB00ICBEX6","2013-01-30",1895.93,1899.56,1887.98,1894.19,-0.15,1247200.25
"XZAG","CBX","HRZB00ICBEX6","2013-01-29",1903.69,1907.00,1894.26,1897.06,-0.33,1141828.59
"XZAG","CBX","HRZB00ICBEX6","2013-01-28",1902.08,1909.94,1895.32,1903.42,0.06,1195334.97
"XZAG","CBX","HRZB00ICBEX6","2013-01-25",1902.85,1909.66,1896.98,1902.25,-0.03,1571359.84
"XZAG","CBX","HRZB00ICBEX6","2013-01-24",1897.08,1906.69,1887.24,1902.81,0.31,1809858.42
"XZAG","CBX","HRZB00ICBEX6","2013-01-23",1886.70,1903.77,1884.61,1896.87,0.54,1121863.73
"XZAG","CBX","HRZB00ICBEX6","2013-01-22",1891.68,1892.62,1882.83,1886.70,-0.26,1626786.92
"XZAG","CBX","HRZB00ICBEX6","2013-01-21",1885.50,1892.01,1879.83,1891.66,0.34,1138390.31
"XZAG","CBX","HRZB00ICBEX6","2013-01-18",1880.94,1896.12,1876.51,1885.33,0.24,2497899.43
"XZAG","CBX","HRZB00ICBEX6","2013-01-17",1865.50,1880.90,1861.12,1880.90,0.82,1191463.45
"XZAG","CBX","HRZB00ICBEX6","2013-01-16",1876.55,1879.97,1858.39,1865.64,-0.57,1165635.39
"XZAG","CBX","HRZB00ICBEX6","2013-01-15",1878.37,1887.88,1864.03,1876.42,-0.03,2747419.86
"XZAG","CBX","HRZB00ICBEX6","2013-01-14",1844.45,1876.98,1844.45,1876.98,1.78,1957968.47
"XZAG","CBX","HRZB00ICBEX6","2013-01-11",1846.06,1861.33,1844.24,1844.24,-0.08,1425672.17
"XZAG","CBX","HRZB00ICBEX6","2013-01-10",1828.15,1847.76,1827.21,1845.67,0.97,1434886.18
"XZAG","CBX","HRZB00ICBEX6","2013-01-09",1808.32,1830.26,1808.32,1827.92,1.08,1392260.84
"XZAG","CBX","HRZB00ICBEX6","2013-01-08",1803.67,1813.02,1802.15,1808.40,0.24,1639380.19
"XZAG","CBX","HRZB00ICBEX6","2013-01-07",1811.22,1818.50,1793.49,1804.02,-0.34,1357257.42
"XZAG","CBX","HRZB00ICBEX6","2013-01-04",1770.06,1810.16,1770.06,1810.14,2.22,1766457.16
"XZAG","CBX","HRZB00ICBEX6","2013-01-03",1763.12,1770.77,1761.52,1770.76,0.41,1008156.00
"XZAG","CBX","HRZB00ICBEX6","2013-01-02",1740.55,1766.98,1740.55,1763.45,1.32,1205877.72
"XZAG","CBX","HRZB00ICBEX6","2012-12-31",1738.86,1746.53,1731.07,1740.39,0.09,377107.98
"XZAG","CBX","HRZB00ICBEX6","2012-12-28",1728.56,1742.63,1727.18,1738.86,0.63,818778.13
"XZAG","CBX","HRZB00ICBEX6","2012-12-27",1726.99,1735.07,1724.50,1727.96,0.08,462107.78
"XZAG","CBX","HRZB00ICBEX6","2012-12-24",1728.78,1730.31,1719.70,1726.54,-0.14,187851.86
"XZAG","CBX","HRZB00ICBEX6","2012-12-21",1728.64,1731.08,1719.83,1728.91,-0.01,1119074.35
"XZAG","CBX","HRZB00ICBEX6","2012-12-20",1720.86,1729.07,1708.98,1729.07,0.63,2113627.02
"XZAG","CBX","HRZB00ICBEX6","2012-12-19",1693.78,1718.67,1693.40,1718.28,1.45,2315724.11
"XZAG","CBX","HRZB00ICBEX6","2012-12-18",1680.73,1694.69,1679.54,1693.74,0.78,2212825.83
"XZAG","CBX","HRZB00ICBEX6","2012-12-17",1720.10,1720.10,1674.30,1680.55,-2.31,1708025.63
"XZAG","CBX","HRZB00ICBEX6","2012-12-14",1724.35,1724.35,1706.93,1720.25,-0.21,524891.97
"XZAG","CBX","HRZB00ICBEX6","2012-12-13",1726.22,1729.15,1722.38,1723.93,-0.19,1211938.80
"XZAG","CBX","HRZB00ICBEX6","2012-12-12",1739.46,1740.70,1722.45,1727.19,-0.69,1110599.61
"XZAG","CBX","HRZB00ICBEX6","2012-12-11",1739.80,1742.31,1736.75,1739.15,-0.03,1069082.22
"XZAG","CBX","HRZB00ICBEX6","2012-12-10",1757.88,1757.88,1727.69,1739.66,-1.05,706826.31
"XZAG","CBX","HRZB00ICBEX6","2012-12-07",1761.28,1762.70,1751.53,1758.06,-0.15,479441.87
"XZAG","CBX","HRZB00ICBEX6","2012-12-06",1765.90,1768.30,1752.90,1760.65,-0.31,1218868.57
"XZAG","CBX","HRZB00ICBEX6","2012-12-05",1764.28,1766.18,1750.51,1766.18,0.33,1138878.02
"XZAG","CBX","HRZB00ICBEX6","2012-12-04",1773.29,1773.29,1748.63,1760.41,-0.74,1370582.42
"XZAG","CBX","HRZB00ICBEX6","2012-12-03",1761.24,1773.87,1759.97,1773.62,0.76,905614.31
"XZAG","CBX","HRZB00ICBEX6","2012-11-30",1766.75,1771.42,1753.81,1760.16,-0.47,858147.88
"XZAG","CBX","HRZB00ICBEX6","2012-11-29",1755.41,1768.52,1752.58,1768.51,0.68,794630.64
"XZAG","CBX","HRZB00ICBEX6","2012-11-28",1758.99,1760.64,1753.05,1756.59,-0.15,512511.01
"XZAG","CBX","HRZB00ICBEX6","2012-11-27",1763.11,1765.41,1755.03,1759.19,-0.24,972734.27
"XZAG","CBX","HRZB00ICBEX6","2012-11-26",1767.62,1768.96,1756.54,1763.41,-0.24,698191.81
"XZAG","CBX","HRZB00ICBEX6","2012-11-23",1758.92,1768.56,1753.92,1767.61,0.48,3528676.12
"XZAG","CBX","HRZB00ICBEX6","2012-11-22",1759.76,1767.37,1755.79,1759.10,-0.04,946797.57
"XZAG","CBX","HRZB00ICBEX6","2012-11-21",1753.68,1768.34,1751.12,1759.83,0.40,1551404.34
"XZAG","CBX","HRZB00ICBEX6","2012-11-20",1750.68,1757.16,1746.61,1752.86,0.13,997490.35
"XZAG","CBX","HRZB00ICBEX6","2012-11-19",1738.76,1751.33,1738.25,1750.67,0.69,1060911.24
"XZAG","CBX","HRZB00ICBEX6","2012-11-16",1736.35,1742.59,1727.46,1738.74,0.18,727823.76
"XZAG","CBX","HRZB00ICBEX6","2012-11-15",1737.33,1739.26,1728.71,1735.54,-0.13,723201.07
"XZAG","CBX","HRZB00ICBEX6","2012-11-14",1742.27,1747.49,1734.97,1737.72,-0.45,743585.51
"XZAG","CBX","HRZB00ICBEX6","2012-11-13",1747.32,1749.19,1739.34,1745.54,-0.08,742520.39
"XZAG","CBX","HRZB00ICBEX6","2012-11-12",1753.17,1753.67,1737.43,1746.87,-0.40,1534904.50
"XZAG","CBX","HRZB00ICBEX6","2012-11-09",1761.39,1761.39,1737.00,1753.82,-0.43,741079.50
"XZAG","CBX","HRZB00ICBEX6","2012-11-08",1776.55,1776.55,1754.36,1761.33,-0.86,669782.92
"XZAG","CBX","HRZB00ICBEX6","2012-11-07",1768.67,1776.55,1763.48,1776.55,0.47,1569865.73
"XZAG","CBX","HRZB00ICBEX6","2012-11-06",1747.62,1768.22,1744.71,1768.22,1.26,1001645.85
"XZAG","CBX","HRZB00ICBEX6","2012-11-05",1744.59,1757.88,1739.36,1746.29,0.12,1173085.46
"XZAG","CBX","HRZB00ICBEX6","2012-11-02",1754.83,1754.83,1737.76,1744.18,-0.61,679253.85
"XZAG","CBX","HRZB00ICBEX6","2012-10-31",1746.74,1754.82,1742.67,1754.82,0.60,944398.04
"XZAG","CBX","HRZB00ICBEX6","2012-10-30",1748.01,1751.98,1732.09,1744.41,-0.29,1042630.78
"XZAG","CBX","HRZB00ICBEX6","2012-10-29",1776.70,1777.77,1746.33,1749.50,-1.53,813219.35
"XZAG","CBX","HRZB00ICBEX6","2012-10-26",1770.20,1778.25,1766.14,1776.70,0.37,3432862.90
"XZAG","CBX","HRZB00ICBEX6","2012-10-25",1773.00,1775.33,1762.17,1770.22,-0.16,619935.41
"XZAG","CBX","HRZB00ICBEX6","2012-10-24",1766.60,1773.04,1758.62,1773.04,0.31,587816.04
"XZAG","CBX","HRZB00ICBEX6","2012-10-23",1768.23,1768.23,1751.99,1767.62,-0.03,2288034.42
"XZAG","CBX","HRZB00ICBEX6","2012-10-22",1777.65,1784.75,1767.58,1768.23,-0.52,815625.37
"XZAG","CBX","HRZB00ICBEX6","2012-10-19",1780.53,1785.28,1771.67,1777.46,-0.17,681541.49
"XZAG","CBX","HRZB00ICBEX6","2012-10-18",1769.18,1785.49,1767.31,1780.54,0.67,1886348.46
"XZAG","CBX","HRZB00ICBEX6","2012-10-17",1765.18,1770.17,1760.95,1768.75,0.21,690009.06
"XZAG","CBX","HRZB00ICBEX6","2012-10-16",1750.78,1765.93,1742.71,1765.12,0.82,883335.41
"XZAG","CBX","HRZB00ICBEX6","2012-10-15",1748.21,1752.87,1739.56,1750.77,0.15,919134.54
"XZAG","CBX","HRZB00ICBEX6","2012-10-12",1750.64,1750.64,1740.25,1748.15,-0.23,1254713.05
"XZAG","CBX","HRZB00ICBEX6","2012-10-11",1757.97,1761.27,1749.43,1752.24,-0.32,533745.52
"XZAG","CBX","HRZB00ICBEX6","2012-10-10",1748.50,1757.94,1747.22,1757.94,0.58,897748.81
"XZAG","CBX","HRZB00ICBEX6","2012-10-09",1756.07,1757.26,1742.06,1747.83,-0.40,1046643.87
"XZAG","CBX","HRZB00ICBEX6","2012-10-05",1752.83,1760.72,1744.61,1754.83,0.12,707103.77
"XZAG","CBX","HRZB00ICBEX6","2012-10-04",1754.44,1754.84,1743.03,1752.78,-0.09,1127100.14
"XZAG","CBX","HRZB00ICBEX6","2012-10-03",1751.04,1760.31,1742.82,1754.44,0.20,1397082.47
"XZAG","CBX","HRZB00ICBEX6","2012-10-02",1728.99,1754.52,1725.60,1750.94,1.35,1542352.06
"XZAG","CBX","HRZB00ICBEX6","2012-10-01",1716.01,1727.67,1705.75,1727.67,0.72,954735.16
"XZAG","CBX","HRZB00ICBEX6","2012-09-28",1695.60,1715.24,1695.60,1715.24,1.16,1195074.65
"XZAG","CBX","HRZB00ICBEX6","2012-09-27",1682.48,1701.72,1682.36,1695.56,0.79,886118.78
"XZAG","CBX","HRZB00ICBEX6","2012-09-26",1682.62,1685.29,1666.39,1682.27,-0.02,1481900.44
"XZAG","CBX","HRZB00ICBEX6","2012-09-25",1695.36,1696.08,1674.82,1682.66,-0.80,424691.49
"XZAG","CBX","HRZB00ICBEX6","2012-09-24",1702.35,1710.45,1685.53,1696.15,-0.34,1382639.62
"XZAG","CBX","HRZB00ICBEX6","2012-09-21",1701.33,1705.78,1695.70,1702.00,-0.10,1297738.87
"XZAG","CBX","HRZB00ICBEX6","2012-09-20",1713.09,1714.18,1695.35,1703.68,-0.55,904463.96
"XZAG","CBX","HRZB00ICBEX6","2012-09-19",1699.66,1716.94,1698.74,1713.07,0.75,1722502.37
"XZAG","CBX","HRZB00ICBEX6","2012-09-18",1715.58,1720.30,1694.30,1700.27,-0.89,597468.07
"XZAG","CBX","HRZB00ICBEX6","2012-09-17",1716.30,1717.37,1704.40,1715.59,-0.05,649909.84
"XZAG","CBX","HRZB00ICBEX6","2012-09-14",1704.73,1717.51,1704.73,1716.39,0.70,1089015.27
"XZAG","CBX","HRZB00ICBEX6","2012-09-13",1704.39,1707.84,1700.36,1704.44,0.03,968840.84
"XZAG","CBX","HRZB00ICBEX6","2012-09-12",1693.15,1703.99,1691.86,1703.99,0.64,775679.52
"XZAG","CBX","HRZB00ICBEX6","2012-09-11",1685.53,1694.05,1683.82,1693.15,0.51,586235.45
"XZAG","CBX","HRZB00ICBEX6","2012-09-10",1684.83,1692.13,1681.10,1684.59,0.00,639312.08
"XZAG","CBX","HRZB00ICBEX6","2012-09-07",1671.04,1689.15,1671.04,1684.64,0.82,1729978.18
"XZAG","CBX","HRZB00ICBEX6","2012-09-06",1666.34,1674.42,1664.73,1670.96,0.28,932684.65
"XZAG","CBX","HRZB00ICBEX6","2012-09-05",1667.31,1672.71,1662.95,1666.34,-0.08,817887.58
"XZAG","CBX","HRZB00ICBEX6","2012-09-04",1671.95,1672.89,1666.44,1667.62,-0.25,895561.12
"XZAG","CBX","HRZB00ICBEX6","2012-09-03",1680.94,1681.52,1670.69,1671.84,-0.48,1175089.04
"XZAG","CBX","HRZB00ICBEX6","2012-08-31",1678.67,1686.28,1676.91,1679.95,0.11,434049.38
"XZAG","CBX","HRZB00ICBEX6","2012-08-30",1679.33,1682.63,1675.32,1678.03,-0.22,354575.76
"XZAG","CBX","HRZB00ICBEX6","2012-08-29",1681.45,1681.73,1675.36,1681.73,0.03,484083.86
"XZAG","CBX","HRZB00ICBEX6","2012-08-28",1677.92,1682.14,1675.33,1681.24,0.18,633951.58
"XZAG","CBX","HRZB00ICBEX6","2012-08-27",1690.54,1691.23,1677.02,1678.24,-0.73,513897.06
"XZAG","CBX","HRZB00ICBEX6","2012-08-24",1683.81,1691.81,1683.81,1690.55,0.33,751829.69
"XZAG","CBX","HRZB00ICBEX6","2012-08-23",1682.35,1685.20,1680.81,1684.94,0.12,346824.59
"XZAG","CBX","HRZB00ICBEX6","2012-08-22",1696.86,1697.25,1682.35,1682.90,-0.87,361471.66
"XZAG","CBX","HRZB00ICBEX6","2012-08-21",1703.49,1706.94,1690.30,1697.74,-0.30,561783.21
"XZAG","CBX","HRZB00ICBEX6","2012-08-20",1704.91,1705.35,1695.03,1702.85,-0.10,435661.53
"XZAG","CBX","HRZB00ICBEX6","2012-08-17",1699.77,1706.53,1696.09,1704.50,0.20,849697.84
"XZAG","CBX","HRZB00ICBEX6","2012-08-16",1694.16,1701.82,1693.36,1701.12,0.45,498736.24
"XZAG","CBX","HRZB00ICBEX6","2012-08-14",1689.18,1697.97,1689.18,1693.51,0.26,526389.55
"XZAG","CBX","HRZB00ICBEX6","2012-08-13",1694.14,1695.29,1687.08,1689.15,-0.33,343413.96
"XZAG","CBX","HRZB00ICBEX6","2012-08-10",1691.19,1694.83,1687.51,1694.78,0.11,648016.96
"XZAG","CBX","HRZB00ICBEX6","2012-08-09",1687.75,1692.99,1682.34,1692.96,0.31,849901.80
"XZAG","CBX","HRZB00ICBEX6","2012-08-08",1693.41,1695.87,1685.14,1687.73,-0.33,526783.48
"XZAG","CBX","HRZB00ICBEX6","2012-08-07",1707.53,1709.81,1691.11,1693.31,-0.86,461287.34
"XZAG","CBX","HRZB00ICBEX6","2012-08-06",1709.20,1709.20,1699.31,1708.08,-0.06,448118.57
"XZAG","CBX","HRZB00ICBEX6","2012-08-03",1700.84,1710.89,1696.66,1709.03,0.47,759001.42
"XZAG","CBX","HRZB00ICBEX6","2012-08-02",1710.10,1718.07,1700.40,1701.09,-0.49,1495036.87
"XZAG","CBX","HRZB00ICBEX6","2012-08-01",1702.83,1710.41,1699.13,1709.53,0.67,954126.45
"XZAG","CBX","HRZB00ICBEX6","2012-07-31",1693.12,1698.90,1687.88,1698.23,0.32,676029.67
"XZAG","CBX","HRZB00ICBEX6","2012-07-30",1691.34,1698.11,1687.85,1692.89,0.08,826319.86
"XZAG","CBX","HRZB00ICBEX6","2012-07-27",1690.82,1696.99,1687.06,1691.46,0.05,968773.76
"XZAG","CBX","HRZB00ICBEX6","2012-07-26",1679.69,1690.62,1673.55,1690.60,0.60,586877.63
"XZAG","CBX","HRZB00ICBEX6","2012-07-25",1671.93,1680.51,1671.93,1680.51,0.57,416856.09
"XZAG","CBX","HRZB00ICBEX6","2012-07-24",1676.32,1678.28,1668.85,1670.99,-0.34,621000.52
"XZAG","CBX","HRZB00ICBEX6","2012-07-23",1692.65,1692.73,1674.18,1676.63,-0.99,785368.48
"XZAG","CBX","HRZB00ICBEX6","2012-07-20",1701.35,1702.64,1687.89,1693.33,-0.45,534108.51
"XZAG","CBX","HRZB00ICBEX6","2012-07-19",1692.13,1701.03,1689.75,1701.03,0.53,614357.15
"XZAG","CBX","HRZB00ICBEX6","2012-07-18",1694.54,1699.39,1687.55,1692.08,-0.15,825765.73
"XZAG","CBX","HRZB00ICBEX6","2012-07-17",1684.37,1695.66,1680.19,1694.55,0.52,1401269.94
"XZAG","CBX","HRZB00ICBEX6","2012-07-16",1679.26,1686.24,1675.47,1685.79,0.46,540365.62
"XZAG","CBX","HRZB00ICBEX6","2012-07-13",1668.73,1678.61,1666.60,1678.05,0.56,630672.92
"XZAG","CBX","HRZB00ICBEX6","2012-07-12",1672.05,1683.16,1667.03,1668.74,-0.22,1048873.22
"XZAG","CBX","HRZB00ICBEX6","2012-07-11",1664.33,1672.54,1662.48,1672.34,0.70,756759.51
"XZAG","CBX","HRZB00ICBEX6","2012-07-10",1665.71,1666.29,1659.50,1660.77,-0.27,568763.55
"XZAG","CBX","HRZB00ICBEX6","2012-07-09",1674.34,1674.92,1661.09,1665.26,-0.57,448787.38
"XZAG","CBX","HRZB00ICBEX6","2012-07-06",1677.20,1679.14,1670.21,1674.78,-0.14,594764.09
"XZAG","CBX","HRZB00ICBEX6","2012-07-05",1667.79,1678.11,1667.79,1677.20,0.61,417067.86
"XZAG","CBX","HRZB00ICBEX6","2012-07-04",1673.61,1681.91,1665.30,1667.11,-0.56,623580.44
"XZAG","CBX","HRZB00ICBEX6","2012-07-03",1699.68,1702.82,1674.17,1676.55,-1.36,434209.59
"XZAG","CBX","HRZB00ICBEX6","2012-07-02",1694.23,1710.87,1691.24,1699.71,0.35,903225.62
"XZAG","CBX","HRZB00ICBEX6","2012-06-29",1637.40,1699.19,1637.40,1693.85,3.45,1030665.50
"XZAG","CBX","HRZB00ICBEX6","2012-06-28",1622.33,1637.47,1618.93,1637.40,0.95,275081.30
"XZAG","CBX","HRZB00ICBEX6","2012-06-27",1628.69,1628.75,1620.70,1622.05,-0.26,386270.02
"XZAG","CBX","HRZB00ICBEX6","2012-06-26",1635.74,1635.74,1622.42,1626.33,-0.56,863221.04
"XZAG","CBX","HRZB00ICBEX6","2012-06-21",1619.75,1635.50,1619.75,1635.50,0.97,848632.69
"XZAG","CBX","HRZB00ICBEX6","2012-06-20",1620.38,1628.01,1613.24,1619.75,-0.01,568204.83
"XZAG","CBX","HRZB00ICBEX6","2012-06-19",1620.68,1622.37,1612.69,1619.96,-0.19,601311.14
"XZAG","CBX","HRZB00ICBEX6","2012-06-18",1619.83,1633.06,1619.83,1623.08,0.23,1057977.70
"XZAG","CBX","HRZB00ICBEX6","2012-06-15",1624.18,1624.44,1614.38,1619.35,-0.30,555608.90
"XZAG","CBX","HRZB00ICBEX6","2012-06-14",1622.67,1624.23,1613.01,1624.18,0.11,928901.79
"XZAG","CBX","HRZB00ICBEX6","2012-06-13",1636.88,1639.25,1620.53,1622.43,-0.88,601077.99
"XZAG","CBX","HRZB00ICBEX6","2012-06-12",1651.60,1651.98,1635.41,1636.83,-0.91,441276.92
"XZAG","CBX","HRZB00ICBEX6","2012-06-11",1635.58,1656.73,1635.58,1651.82,0.98,687028.00
"XZAG","CBX","HRZB00ICBEX6","2012-06-08",1644.28,1648.52,1630.90,1635.82,-0.55,537014.64
"XZAG","CBX","HRZB00ICBEX6","2012-06-06",1638.58,1651.83,1638.58,1644.88,0.38,666189.67
"XZAG","CBX","HRZB00ICBEX6","2012-06-05",1637.32,1642.44,1634.15,1638.61,0.08,1191378.46
"XZAG","CBX","HRZB00ICBEX6","2012-06-04",1634.42,1639.39,1615.36,1637.29,0.55,1461649.93
"XZAG","CBX","HRZB00ICBEX6","2012-06-01",1666.57,1671.51,1624.25,1628.36,-2.40,1428803.72
"XZAG","CBX","HRZB00ICBEX6","2012-05-31",1670.41,1681.36,1667.45,1668.46,-0.11,993963.61
"XZAG","CBX","HRZB00ICBEX6","2012-05-30",1687.16,1687.29,1669.57,1670.33,-1.02,877049.95
"XZAG","CBX","HRZB00ICBEX6","2012-05-29",1683.84,1687.82,1678.77,1687.61,0.19,1182434.09
"XZAG","CBX","HRZB00ICBEX6","2012-05-28",1696.57,1697.80,1678.95,1684.47,-0.73,743101.84
"XZAG","CBX","HRZB00ICBEX6","2012-05-25",1714.14,1717.82,1693.59,1696.78,-1.01,827174.70
"XZAG","CBX","HRZB00ICBEX6","2012-05-24",1720.09,1721.33,1711.43,1714.13,-0.36,813085.43
"XZAG","CBX","HRZB00ICBEX6","2012-05-23",1745.10,1746.06,1716.36,1720.36,-1.42,876618.76
"XZAG","CBX","HRZB00ICBEX6","2012-05-22",1733.51,1745.27,1733.51,1745.11,0.70,898990.18
"XZAG","CBX","HRZB00ICBEX6","2012-05-21",1733.62,1746.45,1732.28,1733.03,-0.02,1254357.49
"XZAG","CBX","HRZB00ICBEX6","2012-05-18",1710.28,1736.53,1694.63,1733.32,1.30,1252907.28
"XZAG","CBX","HRZB00ICBEX6","2012-05-17",1736.19,1737.47,1699.91,1711.12,-1.45,2103735.92
"XZAG","CBX","HRZB00ICBEX6","2012-05-16",1756.17,1756.17,1731.28,1736.30,-1.14,1238362.86
"XZAG","CBX","HRZB00ICBEX6","2012-05-15",1763.54,1768.70,1752.73,1756.27,-0.41,1221365.47
"XZAG","CBX","HRZB00ICBEX6","2012-05-14",1787.44,1787.44,1759.36,1763.51,-1.15,1846964.74
"XZAG","CBX","HRZB00ICBEX6","2012-05-11",1795.04,1797.32,1782.73,1783.98,-0.62,941424.51
"XZAG","CBX","HRZB00ICBEX6","2012-05-10",1801.83,1803.51,1793.37,1795.17,-0.35,2464096.88
"XZAG","CBX","HRZB00ICBEX6","2012-05-09",1808.84,1813.77,1800.13,1801.41,-0.40,1156635.80
"XZAG","CBX","HRZB00ICBEX6","2012-05-08",1813.70,1817.18,1803.35,1808.73,-0.27,1694748.58
"XZAG","CBX","HRZB00ICBEX6","2012-05-07",1827.92,1828.10,1807.30,1813.58,-0.81,906508.19
"XZAG","CBX","HRZB00ICBEX6","2012-05-04",1823.49,1828.98,1813.22,1828.40,0.42,1320881.78
"XZAG","CBX","HRZB00ICBEX6","2012-05-03",1815.02,1825.84,1812.45,1820.70,0.28,1145510.13
"XZAG","CBX","HRZB00ICBEX6","2012-05-02",1801.31,1815.85,1799.81,1815.61,0.82,3306971.07
"XZAG","CBX","HRZB00ICBEX6","2012-04-30",1802.79,1813.05,1793.26,1800.76,-0.09,1482363.13
"XZAG","CBX","HRZB00ICBEX6","2012-04-27",1804.03,1807.79,1799.08,1802.34,-0.06,812174.45
"XZAG","CBX","HRZB00ICBEX6","2012-04-26",1813.08,1814.37,1798.27,1803.36,-0.54,2133115.13
"XZAG","CBX","HRZB00ICBEX6","2012-04-25",1812.11,1822.15,1806.16,1813.07,0.34,1539610.27
"XZAG","CBX","HRZB00ICBEX6","2012-04-24",1807.25,1809.36,1800.43,1806.99,0.07,1749614.82
"XZAG","CBX","HRZB00ICBEX6","2012-04-23",1828.85,1828.85,1802.71,1805.71,-1.23,1412514.77
"XZAG","CBX","HRZB00ICBEX6","2012-04-20",1830.94,1831.06,1819.62,1828.28,-0.10,1450395.34
"XZAG","CBX","HRZB00ICBEX6","2012-04-19",1841.11,1844.08,1823.86,1830.14,-0.53,1910385.70
"XZAG","CBX","HRZB00ICBEX6","2012-04-18",1844.96,1848.18,1836.78,1839.83,-0.28,921419.73
"XZAG","CBX","HRZB00ICBEX6","2012-04-17",1835.92,1845.70,1835.92,1845.02,0.49,1496456.35
"XZAG","CBX","HRZB00ICBEX6","2012-04-16",1837.83,1837.83,1828.02,1836.03,-0.11,972345.75
"XZAG","CBX","HRZB00ICBEX6","2012-04-13",1832.85,1838.90,1825.28,1837.99,0.35,1020717.52
"XZAG","CBX","HRZB00ICBEX6","2012-04-12",1823.56,1840.46,1823.56,1831.63,0.49,2343446.42
"XZAG","CBX","HRZB00ICBEX6","2012-04-11",1830.99,1831.57,1816.91,1822.72,-0.45,1878481.10
"XZAG","CBX","HRZB00ICBEX6","2012-04-10",1843.32,1843.32,1815.18,1830.98,-0.66,1868844.10
"XZAG","CBX","HRZB00ICBEX6","2012-04-06",1844.47,1850.32,1837.02,1843.22,-0.03,760382.89
"XZAG","CBX","HRZB00ICBEX6","2012-04-05",1838.59,1845.35,1827.11,1843.86,0.28,4371732.22
"XZAG","CBX","HRZB00ICBEX6","2012-04-04",1835.87,1843.63,1831.61,1838.74,0.17,4174195.61
"XZAG","CBX","HRZB00ICBEX6","2012-04-03",1830.29,1839.04,1827.62,1835.55,0.29,3199210.02
"XZAG","CBX","HRZB00ICBEX6","2012-04-02",1833.30,1841.20,1824.98,1830.28,-0.18,1498051.23
"XZAG","CBX","HRZB00ICBEX6","2012-03-30",1814.25,1836.05,1814.09,1833.54,1.10,2692004.08
"XZAG","CBX","HRZB00ICBEX6","2012-03-29",1804.79,1816.89,1793.11,1813.52,0.47,2179307.68
"XZAG","CBX","HRZB00ICBEX6","2012-03-28",1805.61,1811.50,1797.03,1804.98,-0.03,2157596.18
"XZAG","CBX","HRZB00ICBEX6","2012-03-27",1803.65,1814.94,1803.56,1805.55,0.09,3074689.40
"XZAG","CBX","HRZB00ICBEX6","2012-03-26",1803.55,1818.75,1795.65,1803.90,0.02,3180893.80
"XZAG","CBX","HRZB00ICBEX6","2012-03-23",1809.77,1810.50,1796.88,1803.56,-0.33,2000036.77
"XZAG","CBX","HRZB00ICBEX6","2012-03-22",1832.04,1833.29,1803.89,1809.59,-1.21,1375462.97
"XZAG","CBX","HRZB00ICBEX6","2012-03-21",1837.77,1844.82,1829.33,1831.79,-0.30,2300786.75
"XZAG","CBX","HRZB00ICBEX6","2012-03-20",1848.47,1860.17,1831.71,1837.39,-0.60,2270118.40
"XZAG","CBX","HRZB00ICBEX6","2012-03-19",1844.07,1864.17,1840.83,1848.42,0.24,3872065.31
"XZAG","CBX","HRZB00ICBEX6","2012-03-16",1830.00,1849.05,1825.31,1844.03,0.74,2996348.56
"XZAG","CBX","HRZB00ICBEX6","2012-03-15",1817.83,1833.26,1817.83,1830.45,0.63,3678986.48
"XZAG","CBX","HRZB00ICBEX6","2012-03-14",1796.56,1828.21,1796.56,1819.06,1.27,2356281.96
"XZAG","CBX","HRZB00ICBEX6","2012-03-13",1802.55,1804.62,1793.81,1796.24,-0.21,2621244.95
